ID,reflexrxnfeelings_1,reflexrxnfeelings_2,reflexrxnfeelings_3,reflexrxnfeelings_4,reflexrxnfeelings_5,reflexrxnfeelings_6,reflexrxnfeelings_7,A3factor_8,A3factor_9,A3factor_10,A3factor_11,A3factor_12,A3factor_13,A3factor_14,A3factor_15,A3factor_16,A3factor_17,A3factor_18,A3factor_19,A3factor_20,A3factor_21,A3factor_22,A3factor_23,A3factor_24,A3factor_26,A3factor_27,A3factor_28,A3factor_29,urgency_1,urgency_2,urgency_3,urgency_4,urgency_5,urgency_6,urgency_7,urgency_8,urgency_9,urgency_10,urgency_11,urgency_12,A3factor_57,A3factor_58,A3factor_59,A3factor_60,A3factor_61,A3factor_62,A3factor_63,A3factor_64,A3factor_65,A3factor_66,A3factor_67,A3factor_68,A3factor_69,A3factor_70,pum_1,pum_2,pum_3,pum_4,pum_5,pum_6,pum_7,urgency_1R,urgency_2R,urgency_3R,urgency_4R,urgency_5R,urgency_6R,urgency_7R,urgency_8R,urgency_9R,urgency_10R,urgency_12R,pum_1R,pum_2R,pum_3R,pum_4R,pum_5R,pum_6R,pum_7R,reflexrxnfeelings_1R,reflexrxnfeelings_2R,reflexrxnfeelings_3R,reflexrxnfeelings_4R,reflexrxnfeelings_5R,reflexrxnfeelings_6R,reflexrxnfeelings_7R,A3factor_67R,A3factor_69R,A3factor_70R,A3factor_28R,A3factor_29R,A3factor_24R,A3factor_26R,A3factor_27R,A3factor_58R,A3factor_66R,A3factor_8R,A3factor_9R,A3factor_10R,A3factor_11R,A3factor_13R,A3factor_14R,A3factor_15R,A3factor_16R,urgency,pum,Factor_FeelingsTrigger,Generalization,ReflexRxFeelings,SadParalysis,EmoColorWorld,Factor_PervInf,LowPerseverance,Distractability,Factor_LackFollowThrough
166,4,5,5,5,5,5,4,2,1,2,1,4,2,2,2,1,1,2,2,2,2,4,2,1,1,1,2,2,4,3,2,3,2,4,5,3,5,5,4,4,2,2,2,3,4,4,2,2,2,2,1,5,1,1,5,5,5,5,2,2,2,2,3,4,3,4,2,1,3,1,1,2,1,1,1,1,4,4,4,2,1,1,1,1,1,2,5,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,4,5,2.5,2.285714286,2.023809524,5,1.285714286,4,5,4.666666667,2.9,4.333333333,3.616666667
167,3,3,3,3,2,2,2,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,2,1,1,3,4,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,5,4,5,5,4,2,3,4,3,4,5,5,5,5,5,2,5,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,4,1,3,3,3,3,4,4,4,3,3,2,3,2,4,5,5,5,4,5,5,5,5,5,5,5,4,3.666666667,1.428571429,2.841269841,3,3.428571429,2.5,4.666666667,3.388888889,3.8,4.888888889,4.344444444
169,2,2,4,4,2,2,4,4,2,1,1,4,2,4,4,5,1,1,1,1,1,1,1,1,1,1,4,4,4,1,2,1,1,1,1,1,1,1,5,1,4,1,2,4,4,4,5,4,4,1,1,4,4,1,4,5,4,4,4,4,5,2,5,4,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,4,4,2,2,4,4,2,5,2,5,2,2,5,5,5,5,5,2,4,5,5,4,2,2,1,4.666666667,1.714285714,3.174603175,4,3.142857143,2,5,3.666666667,4.1,3.222222222,3.661111111
170,1,2,3,2,3,3,2,1,1,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,5,3,3,2,2,2,2,2,2,4,2,1,5,1,2,3,4,4,2,2,1,1,4,2,1,5,5,4,4,5,2,5,2,1,3,3,4,4,4,4,4,4,4,1,1,2,2,1,4,1,5,4,3,4,3,3,4,5,4,5,5,4,5,5,5,1,5,5,5,4,4,4,4,4,4,3.416666667,1.714285714,2.948412698,4.5,3.714285714,4.5,5,4.666666667,2.5,4.222222222,3.361111111
171,4,3,4,4,3,2,4,3,2,3,2,5,2,3,4,3,2,4,4,2,3,3,2,4,1,1,2,3,2,2,4,5,4,4,4,2,4,3,4,4,2,4,3,2,4,3,4,4,3,4,2,4,2,2,4,4,5,4,5,3,4,4,4,2,1,2,2,2,4,2,3,2,2,2,1,2,1,3,2,2,3,2,2,3,4,2,4,4,4,4,3,2,5,5,2,2,3,4,3,4,4,3,2,3,2.666666667,1.857142857,2.365079365,4,2.571428571,3.5,4,3.833333333,2.9,3.444444444,3.172222222
172,2,4,5,4,5,2,3,2,2,3,2,2,2,2,4,3,5,5,5,5,5,4,5,4,5,5,5,5,2,2,3,3,5,2,3,2,1,1,4,2,1,5,1,1,1,1,1,1,1,2,5,1,2,5,5,5,5,5,5,2,3,4,4,3,3,1,4,3,4,5,5,4,1,1,1,1,1,4,3,4,2,1,2,1,4,3,1,4,1,1,1,2,1,1,1,4,4,4,3,4,4,4,2,3,3.666666667,1.714285714,2.603174603,1.75,2.428571429,1,1.333333333,1.361111111,1.3,3.333333333,2.316666667
174,2,2,2,2,1,1,2,2,3,3,3,2,2,2,1,2,2,1,3,3,4,4,3,1,2,1,1,2,1,4,3,2,2,1,3,2,3,2,4,3,2,2,1,2,2,2,1,1,1,4,3,4,3,2,2,3,3,3,4,4,4,5,2,3,4,4,5,3,4,3,4,3,4,3,3,3,2,2,2,4,4,4,4,5,5,4,3,3,4,5,4,5,4,5,4,2,4,3,3,3,4,4,5,4,3.666666667,2.714285714,3.555555556,3.5,4.285714286,4.5,4.666666667,4.222222222,1.8,3.555555556,2.677777778
176,2,2,3,3,3,3,3,3,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,4,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,5,1,1,1,1,1,1,3,3,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,1,1,1,2,3,2,3,3,1,1,1,1,1,1,1,2.166666667,2.857142857,2.76984127,3,3.285714286,1,2,2,1.9,1.333333333,1.616666667
177,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,3,5,2,5,4,3,4,2,2,3,3,3,3,3,2,2,1,2,2,1,3,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,3,3,4,4,5,4,4,5,3,3,4,4,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,3,3,2,4,4,4,5,5,5,5,4,5,5,5,5,3.5,4.142857143,4.119047619,4,4.714285714,3,3.333333333,3.444444444,1.9,4.444444444,3.172222222
178,4,4,3,3,4,4,3,1,1,1,1,5,1,1,1,1,2,1,2,2,1,1,1,3,4,4,2,2,2,3,5,5,3,4,5,4,4,5,2,4,2,2,3,4,5,3,5,4,3,2,5,2,5,5,3,2,3,4,4,2,2,4,3,1,1,3,2,1,2,2,1,2,3,4,3,2,2,4,4,2,2,3,3,2,2,3,1,1,1,4,4,3,2,2,4,4,5,5,5,5,5,5,5,5,2,3.142857143,2.523809524,1.25,2.428571429,4,2.333333333,2.527777778,3.7,5,4.35
179,2,4,5,4,3,4,4,1,2,2,2,4,4,2,2,4,1,1,1,1,1,1,1,2,1,1,2,2,5,2,5,2,4,5,5,5,5,4,2,5,1,4,3,4,2,2,4,2,2,3,2,5,2,2,5,5,5,5,5,5,5,1,4,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,2,3,2,2,4,4,4,4,4,4,5,5,2,3,5,4,4,4,2,4,4,2,1.75,1,1.678571429,4.25,2.285714286,4,4.666666667,4.305555556,2.5,3.666666667,3.083333333
180,4,4,4,4,2,3,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,4,2,4,4,1,2,5,4,2,2,2,1,1,5,1,1,4,4,2,2,2,1,2,4,5,4,5,5,5,5,4,5,5,4,2,2,4,4,4,5,4,2,2,2,2,4,3,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,4.583333333,3.571428571,3.527777778,5,2.428571429,5,5,5,2.9,5,3.95
181,4,3,2,3,2,1,3,1,2,2,1,5,2,1,1,2,2,2,2,2,1,1,2,3,2,2,4,5,1,1,3,2,2,3,3,3,2,3,2,2,3,2,2,1,5,4,3,3,2,3,2,3,3,2,3,3,3,2,3,4,4,5,5,3,4,4,3,3,3,4,3,4,3,3,3,4,3,2,2,2,3,4,3,4,5,3,4,3,4,2,1,3,4,4,4,3,5,4,4,5,4,5,5,4,3.583333333,2.857142857,3.28968254,3.5,3.428571429,1.5,3.666666667,2.888888889,3,4.555555556,3.777777778
183,2,1,2,2,2,2,2,1,1,2,2,4,2,2,2,4,4,5,3,2,4,2,4,2,2,2,4,4,4,4,4,4,2,4,2,2,2,1,4,1,2,5,4,4,4,2,2,2,2,2,4,2,4,5,2,4,4,4,5,4,5,2,2,2,2,4,2,4,4,4,5,5,4,2,2,2,1,2,1,4,5,4,4,4,4,4,2,2,1,2,2,4,4,4,1,4,5,5,4,4,4,4,4,2,3.333333333,2,3.158730159,1.75,4.142857143,2,4,2.583333333,2.7,4,3.35
184,4,1,1,4,4,4,2,5,2,2,3,3,4,3,3,5,2,1,4,2,1,1,1,3,3,2,2,5,4,3,1,5,5,5,5,5,5,5,3,4,1,4,1,1,3,1,2,2,2,5,4,3,4,4,2,3,4,4,4,1,4,2,3,5,1,1,1,1,1,1,1,2,4,3,2,2,2,5,2,2,5,5,2,2,2,4,2,2,2,4,1,3,3,4,2,1,1,4,4,3,2,3,3,1,1.833333333,2.857142857,2.611111111,2.25,3.142857143,2.5,3.333333333,2.694444444,1.6,2.666666667,2.133333333
185,5,2,4,5,2,2,2,2,2,2,2,2,4,4,4,5,2,4,3,4,4,2,2,1,1,1,2,3,5,4,4,1,2,5,4,2,2,2,4,2,2,4,1,1,2,2,2,2,1,3,2,4,1,1,5,5,5,5,5,2,5,1,2,2,5,4,1,2,4,4,4,4,1,1,1,1,1,4,1,1,4,2,1,4,4,4,4,5,5,4,3,5,5,5,2,3,4,4,4,4,2,2,2,1,3.083333333,1.428571429,2.456349206,4.5,2.857142857,3.5,5,4.333333333,1.8,2.777777778,2.288888889
186,4,4,3,4,4,4,2,2,1,1,2,4,2,1,2,3,1,1,1,1,1,1,1,1,2,2,2,2,4,2,4,3,5,3,4,3,4,3,4,3,4,2,4,4,4,4,4,4,4,1,2,4,2,1,4,5,4,4,5,5,2,2,4,2,3,1,3,2,3,2,3,3,2,1,2,2,1,1,4,2,2,3,2,2,2,4,4,4,5,4,4,5,4,4,4,5,4,5,5,4,4,5,4,3,2.666666667,1.857142857,2.317460317,4.25,2.428571429,4,4.333333333,4.194444444,4.1,4.222222222,4.161111111
187,4,2,2,4,1,3,2,2,2,2,3,3,2,2,2,3,4,4,4,4,2,3,4,1,2,2,2,2,3,4,4,2,2,3,2,2,2,2,4,4,2,3,2,2,4,2,4,2,4,2,1,4,1,2,4,3,4,3,2,2,2,3,2,2,4,4,3,4,4,4,4,2,2,3,2,3,4,4,4,2,4,4,2,5,3,4,5,5,4,4,4,5,4,4,3,4,4,4,4,3,4,4,4,3,3.333333333,3.142857143,3.301587302,4.5,3.428571429,4,4.333333333,4.277777778,2.9,3.666666667,3.283333333
189,2,3,4,5,4,3,2,2,4,4,2,3,4,3,2,5,4,2,5,3,2,3,3,3,2,5,5,5,5,4,4,4,5,5,5,4,5,5,3,4,1,5,3,2,3,2,2,2,1,5,5,4,2,5,5,5,5,5,5,5,5,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,3,2,1,2,3,4,1,4,1,1,1,3,4,1,1,1,4,2,2,4,2,3,4,1,1.583333333,1,1.765873016,2.5,2.714285714,1,2.666666667,2.055555556,1.8,2.777777778,2.288888889
190,2,2,4,4,2,2,2,1,2,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,4,2,5,1,1,4,5,5,5,5,2,5,4,2,4,4,4,4,4,4,4,4,4,2,1,1,1,1,4,1,4,4,2,2,4,4,4,4,5,5,4,4,4,5,5,2,2,5,4,5,5,4,4,4,4,3.666666667,1.571428571,2.888888889,4.75,3.428571429,4,4.666666667,4.472222222,2.4,4.444444444,3.422222222
191,4,2,4,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1,2,4,3,4,2,4,2,4,2,2,4,4,2,4,4,2,4,3,4,3,4,3,3,4,4,2,2,2,5,4,2,3,3,2,4,3,2,4,2,4,2,4,4,2,2,2,1,2,4,3,3,4,2,2,4,2,4,4,3,4,2,4,4,4,2,3,4,5,4,2,4,4,3,4,3,4,4,4,2.75,2.714285714,2.916666667,3,3.285714286,3,4,3.333333333,3.4,3.555555556,3.477777778
193,1,1,1,1,1,1,1,1,3,1,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,5,3,3,1,1,1,1,3,3,5,3,1,1,1,5,1,1,3,5,5,5,3,3,1,5,5,5,5,5,5,1,3,3,1,3,3,1,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,3,5,5,3.666666667,2.428571429,3.698412698,5,5,5,5,5,2.8,4.111111111,3.455555556
194,1,1,3,3,4,2,2,2,4,5,5,2,3,2,3,4,1,2,3,2,1,2,3,1,1,1,1,2,2,2,3,4,3,2,2,1,3,4,3,4,1,3,1,1,3,2,1,1,1,5,3,4,3,1,3,4,4,5,5,3,2,4,4,3,2,3,4,4,5,3,2,2,3,2,2,1,1,3,4,5,5,3,3,2,4,4,3,3,5,5,4,5,5,5,3,1,4,2,1,1,3,4,3,2,3.25,2.285714286,3.083333333,3.75,3.714285714,4.5,5,4.416666667,1.5,2.444444444,1.972222222
195,3,3,3,2,5,2,1,4,4,2,1,1,4,3,3,4,5,5,5,3,4,2,4,5,2,2,1,1,2,2,3,1,2,3,3,2,2,3,4,2,2,4,1,2,2,2,1,1,1,5,2,4,2,2,5,5,5,5,5,1,5,4,4,3,5,4,3,3,4,4,3,4,1,1,1,1,1,5,1,3,3,3,4,1,4,5,4,4,4,5,5,1,4,4,2,1,2,2,4,5,2,3,3,2,3.75,1.571428571,2.869047619,4,3.285714286,5,3,4,1.5,2.666666667,2.083333333
196,2,2,4,4,5,4,2,1,1,1,1,5,1,4,1,2,1,1,1,1,1,1,1,2,2,1,3,3,2,1,2,5,5,5,4,2,5,2,1,1,1,4,1,1,5,1,5,1,1,5,4,5,1,5,4,5,2,2,5,2,5,4,5,4,1,1,1,2,4,1,4,5,2,1,4,4,1,4,1,4,4,2,2,1,2,4,2,5,1,3,3,4,4,5,2,1,5,5,5,5,5,2,5,4,2.75,2.428571429,2.630952381,3.25,2.714285714,3,4.333333333,3.527777778,1.9,4.555555556,3.227777778
197,5,3,3,3,5,4,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,4,5,1,5,4,5,4,3,5,2,2,2,1,1,2,1,5,2,2,5,1,4,3,2,5,3,3,3,3,1,1,1,1,1,1,1,1,2,1,2,3,1,4,4,4,5,4,5,5,5,5,5,5,5,1,3,3,3,1,2,5,3,3,3,1,5,4,4,2,1,1,4,5,5,5,5,4,5,4,2.666666667,5,3.412698413,3,2.571428571,3,3.333333333,3.111111111,2.2,4.222222222,3.211111111
200,3,3,4,4,4,4,4,2,2,3,2,3,3,3,3,4,2,3,3,3,3,3,3,1,1,1,2,3,4,4,3,3,4,3,2,2,3,2,4,3,2,2,2,3,3,2,4,2,2,2,2,4,1,1,4,4,4,4,5,2,3,2,2,3,3,2,3,4,4,3,4,3,2,2,2,2,1,4,3,3,3,2,2,2,2,2,4,5,5,4,3,5,5,5,4,4,4,4,3,4,3,3,3,2,3.083333333,2.285714286,2.551587302,4.5,2.285714286,3.5,5,4.333333333,2.8,3.222222222,3.011111111
202,3,3,3,3,3,4,4,1,1,1,1,3,3,2,1,2,2,2,2,2,1,2,2,1,3,2,4,4,4,3,4,3,3,4,3,2,2,2,2,3,2,2,3,3,2,2,4,3,1,4,2,3,2,2,3,2,3,4,4,3,2,2,3,2,3,3,2,3,4,4,4,3,3,4,3,2,2,3,4,3,3,3,3,3,2,2,4,4,4,2,2,5,3,4,4,2,5,5,5,5,3,4,5,4,2.916666667,3,2.876984127,3.75,2.714285714,2,4,3.25,2.6,4.333333333,3.466666667
203,3,3,4,4,5,4,2,2,1,1,1,4,2,2,2,3,2,1,4,2,2,2,4,4,5,4,2,2,5,5,2,4,5,5,5,4,5,5,2,5,2,4,2,2,2,3,4,2,2,4,5,2,2,3,5,4,5,5,5,5,5,1,1,4,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,3,2,2,1,2,4,1,4,3,4,4,2,1,2,2,2,4,5,5,5,4,4,4,3,1.5,1.142857143,1.69047619,2.5,2.428571429,4,1.666666667,2.722222222,2.3,4.222222222,3.261111111
205,4,4,4,2,4,4,2,1,1,1,1,4,1,1,1,2,2,2,2,2,1,2,2,3,2,2,4,4,2,4,4,2,2,3,4,4,4,4,4,2,4,2,2,4,5,4,4,4,4,3,4,2,2,4,4,4,4,2,3,1,4,4,2,2,4,4,3,2,2,2,2,4,2,2,2,4,3,5,2,2,2,2,4,2,2,4,2,4,2,2,2,3,4,4,4,3,5,5,5,5,5,5,5,4,2.916666667,2.857142857,2.781746032,2.5,2.571428571,2,3.666666667,2.722222222,3.8,4.777777778,4.288888889
206,2,2,3,4,4,2,4,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,4,4,5,2,4,5,5,5,5,4,4,2,5,2,4,2,1,1,1,1,2,4,5,2,2,5,5,5,5,5,5,5,4,2,2,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,4,4,3,2,2,4,2,2,4,4,5,4,5,5,5,1,4,5,4,5,5,5,5,5,4,2.083333333,1,2.027777778,3.75,3,4.5,5,4.416666667,1.9,4.333333333,3.116666667
209,1,1,2,2,2,2,2,1,1,1,1,5,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,2,3,3,3,3,5,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4.25,2,3.511904762,3.5,4.285714286,5,5,4.5,3.7,5,4.35
212,4,2,2,5,2,4,2,1,1,2,2,4,1,1,1,1,2,2,4,1,5,2,4,1,1,1,4,5,4,2,5,4,1,4,2,4,4,5,5,2,2,1,1,5,5,5,2,5,5,4,1,5,1,1,5,5,5,5,5,4,5,2,4,1,2,5,2,4,2,2,1,4,1,1,1,1,1,2,1,2,4,4,1,4,2,4,5,5,5,2,1,5,5,5,5,2,5,5,4,4,5,5,5,5,2.833333333,1.142857143,2.325396825,5,3,1.5,5,3.833333333,3.7,4.666666667,4.183333333
215,2,4,2,2,4,1,2,5,1,5,5,1,5,5,5,5,2,5,5,5,5,2,5,1,1,1,1,5,5,2,2,4,5,4,1,2,2,2,5,2,1,5,1,3,1,1,1,1,1,5,2,5,1,1,5,5,5,5,5,4,5,1,4,4,2,1,2,5,4,4,4,4,1,1,1,1,1,2,1,4,2,4,4,2,5,4,4,5,5,5,1,5,5,5,1,1,1,5,1,1,1,1,1,1,3.333333333,1.142857143,2.682539683,4.75,3.571428571,3,5,4.25,1.2,1.444444444,1.322222222
216,4,4,3,2,4,5,2,2,2,2,2,4,2,2,2,2,4,5,4,3,2,2,2,4,1,1,4,4,5,5,5,3,4,5,4,5,5,5,4,5,3,3,2,2,3,2,2,2,1,5,2,4,3,2,5,5,5,5,5,5,5,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,1,4,4,3,4,2,2,2,5,5,3,1,4,4,4,4,4,4,4,4,1.583333333,1,1.718253968,3.75,2.571428571,2,4,3.25,2.1,4,3.05
217,3,3,2,2,3,3,2,2,3,2,2,3,2,2,3,4,2,3,3,3,4,4,4,3,2,2,3,4,4,2,4,4,4,3,3,4,4,3,2,4,2,3,2,2,3,2,2,1,2,3,1,4,2,3,4,5,5,5,5,3,2,2,4,2,2,2,3,3,2,2,3,2,2,1,1,1,1,3,4,3,3,4,4,3,3,4,5,4,3,3,2,3,4,4,3,3,4,3,4,4,4,4,3,2,2.416666667,1.857142857,2.567460317,4,3.428571429,2.5,3.666666667,3.388888889,2.2,3.444444444,2.822222222
218,1,1,3,2,1,2,1,1,2,2,2,4,2,3,2,4,2,2,3,5,1,2,3,1,1,1,1,2,3,1,4,2,2,3,1,1,2,2,5,2,3,2,4,2,3,3,4,2,3,3,2,5,2,3,5,5,5,5,5,2,4,3,5,2,4,4,3,5,5,4,4,4,1,1,1,1,1,4,2,5,5,3,4,5,4,5,4,4,3,5,4,5,5,5,4,3,5,4,4,4,4,3,4,2,4,1.571428571,3.333333333,4,4.428571429,4.5,5,4.5,3.1,3.777777778,3.438888889
223,2,2,1,2,4,4,2,2,4,2,4,4,4,5,5,5,5,5,5,5,5,4,5,5,2,2,5,5,5,5,5,5,5,4,5,4,4,4,1,4,1,5,1,1,2,2,2,1,1,4,5,1,2,5,5,5,5,5,5,5,4,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,4,4,5,4,2,2,4,1,4,1,1,1,1,4,4,1,2,4,2,4,2,2,1,1,1,1.416666667,1.142857143,2.043650794,1.75,3.571428571,1,3,1.916666667,1.4,2.333333333,1.866666667
224,4,4,4,4,5,5,4,1,1,2,1,5,2,1,1,4,1,2,1,1,1,2,1,4,3,3,1,1,4,4,1,4,2,4,1,4,4,2,4,5,2,4,2,2,4,3,5,5,5,2,2,2,2,2,5,5,5,5,4,4,4,2,2,5,2,4,2,5,2,2,4,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,4,4,4,5,5,2,3,3,2,4,5,5,4,5,4,5,5,2,2.916666667,1.428571429,2.01984127,3.5,1.714285714,5,2.666666667,3.722222222,3.4,4.444444444,3.922222222
225,5,5,5,5,5,5,5,2,3,2,2,4,4,4,2,5,3,2,3,2,4,4,2,5,4,4,2,2,5,5,5,5,5,5,4,5,5,3,2,4,1,5,1,1,4,2,2,2,2,3,5,2,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,1,2,2,1,3,4,3,4,4,2,2,4,1,1.416666667,1,1.138888889,1.5,1,4,1.666666667,2.388888889,1.9,3.111111111,2.505555556
227,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,1,2,2,1,2,2,1,4,2,2,2,2,2,3,2,4,2,2,2,2,2,4,2,2,2,3,3,3,2,3,3,4,4,5,4,4,5,4,4,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,4,3,4,3,2,3.583333333,3.428571429,3.670634921,3.5,4,4,4,3.833333333,2,3.222222222,2.611111111
228,3,3,2,2,2,3,3,3,2,3,2,3,3,3,3,4,4,3,3,2,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,4,3,3,4,4,4,3,3,3,4,4,3,4,3,4,3,4,3,3,3,2,2.916666667,2.571428571,2.972222222,3.5,3.428571429,3,3.666666667,3.388888889,2.5,3.111111111,2.805555556
229,2,2,4,2,2,1,2,1,3,2,1,4,2,2,1,3,1,2,1,1,1,4,2,1,1,1,1,3,3,1,3,1,1,1,2,2,2,1,5,2,1,1,1,2,5,3,2,2,1,2,1,5,1,1,5,5,5,5,5,2,2,3,5,3,5,5,5,4,4,4,5,4,1,1,1,1,1,4,4,4,4,2,4,4,5,4,5,5,5,5,3,5,5,5,5,4,5,3,4,5,4,4,5,3,4.333333333,1.857142857,3.349206349,5,3.857142857,4,5,4.666666667,2.6,4.111111111,3.355555556
230,2,2,4,3,4,4,2,2,2,2,2,1,2,4,4,3,2,1,4,2,1,3,2,3,2,1,4,4,2,1,3,5,5,4,2,2,4,2,4,4,1,3,3,3,1,2,2,1,2,3,4,2,2,4,5,4,5,5,5,2,3,4,5,3,1,1,2,4,4,2,4,2,1,2,1,1,1,4,3,4,4,2,3,2,2,4,2,4,2,2,2,3,4,5,3,3,4,4,4,4,4,2,2,3,3,1.857142857,2.619047619,2.5,3,2,4,2.833333333,2.1,3.111111111,2.605555556
231,1,1,2,2,2,2,1,1,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,2,2,2,2,2,4,1,1,2,4,2,2,2,2,1,4,2,1,4,1,2,4,1,1,1,1,4,2,2,2,4,4,4,4,4,4,1,4,2,5,5,4,2,4,4,4,4,5,4,2,2,2,2,2,5,2,5,5,4,4,4,4,5,4,4,2,4,4,4,4,4,2,2,5,2,2,2,2,2,2,2,3.916666667,2.428571429,3.591269841,3,4.428571429,4,4,3.666666667,1.6,2.333333333,1.966666667
232,5,4,4,4,5,5,5,2,1,1,1,4,1,1,1,1,2,3,2,2,3,1,3,1,1,1,1,2,5,2,3,2,2,5,4,5,5,4,4,5,1,3,1,1,4,2,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,1,4,3,4,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,4,5,5,4,5,5,5,3,4,4,5,5,5,5,5,5,5,2.333333333,1,1.587301587,3.75,1.428571429,4.5,5,4.416666667,2.2,4.777777778,3.488888889
233,5,5,4,5,5,3,4,1,1,1,1,5,1,1,1,2,1,1,3,1,3,5,3,2,1,1,1,4,4,4,5,2,3,5,5,4,5,4,5,3,3,4,2,3,5,2,4,3,3,4,2,5,1,2,5,5,5,4,5,4,4,2,2,1,4,3,1,1,2,1,2,3,1,1,1,2,1,2,2,1,1,2,1,1,3,2,4,5,4,5,2,4,5,5,2,2,5,5,5,5,5,5,5,4,2.25,1.428571429,1.75,4.5,1.571428571,3.5,4.666666667,4.222222222,2.9,4.888888889,3.894444444
234,2,4,1,4,4,4,2,4,2,4,5,1,4,4,5,4,5,1,4,2,2,1,4,5,4,2,4,5,5,2,1,1,4,4,5,4,4,5,1,4,2,4,1,2,2,2,5,2,2,2,2,4,1,1,5,4,4,4,5,4,4,1,4,5,5,2,2,1,2,2,1,2,1,2,2,2,1,2,2,4,2,5,2,2,2,4,4,5,5,2,1,1,2,4,2,4,2,4,2,1,2,2,1,2,2.333333333,1.714285714,2.349206349,4.5,3,1.5,2.333333333,2.777777778,2.4,1.888888889,2.144444444
235,2,3,4,5,4,3,3,2,2,2,4,4,3,4,3,4,2,2,3,2,3,2,2,3,2,2,4,4,3,2,4,4,3,4,4,5,5,4,3,4,1,4,2,1,2,4,2,1,2,4,4,3,3,4,4,5,4,2,2,3,3,3,4,2,2,3,2,2,1,1,2,2,2,1,2,4,4,3,3,4,3,2,1,2,3,3,2,3,2,2,2,3,4,4,2,2,4,4,4,2,3,2,3,2,2.25,2.714285714,2.511904762,2.5,2.571428571,2,3.666666667,2.722222222,1.9,3.111111111,2.505555556
